FIPS_Code,County,State,Adult Obesity Percentage,Infant Mortality Rate,Life Expectancy,Incarceration Rate,Incarceration_Rate_1k,HIV_Prevalence,Motor Vehicle Death Rate,Secondary Educational Attainment,GINI Index (Income Inequality),Population Density,Domestic In-Migrants 2010s,Domestic In-Migrants 2010s (norm),Domestic Net Migrants 2010s,Domestic Net Migrants 2010s (norm)
42031,Clarion County,PA,33.3,NA,78.25885223,275.27,2.75,0.2,NA,90.1,0.4373,64.44,5328,137.245305375956,-533,-13.729682388398
42033,Clearfield County,PA,39.7,6.116811365,77.99298842,413.79,4.14,0.1,NA,87.2,0.4222,69.81,11036,135.926395782784,349,4.29850599204345
42035,Clinton County,PA,33.7,NA,79.14813931,317.41,3.17,0.1,NA,89.3,0.4339,43.82,5762,144.974210592527,134,3.37149326959366
42037,Columbia County,PA,33,5.911563017,77.89936475,194.9,1.95,0.2,NA,90.3,0.4544,136.06,9955,148.312028843002,529,7.88117159798576
42039,Crawford County,PA,34.1,7.421150278,76.95034915,389.55,3.9,0.1,NA,89,0.4317,84.62,12468,143.022655577861,-96,-1.10123315170634
42041,Cumberland County,PA,29.2,5.355129651,79.92450866,183.51,1.84,0.1,5.92,92.3,0.4233,457.08,73714,302.401522796826,10960,44.9618890557183
42043,Dauphin County,PA,33.9,7.668000843,78.34477211,739.19,7.39,0.5,6.83,89.8,0.4511,525.12,73067,269.169985227645,-5487,-20.2134439479394
42045,Delaware County,PA,25.9,7.614158914,78.4446945,413.74,4.14,0.3,5.29,93.1,0.4837,3071.32,161672,287.182037800199,214,0.380133579650419
42047,Elk County,PA,29.7,NA,77.41131868,294.57,2.95,0.1,NA,92.3,0.403,36.67,2262,72.513944989421,-156,-5.00096172340835
42049,Erie County,PA,33.6,6.63069325,77.42265148,477.39,4.77,0.2,8.9,91.3,0.4568,342.7,20820,74.772933778188,-7458,-26.7846561055584
42051,Fayette County,PA,41.3,7.759353742,75.06408858,580.98,5.81,0.1,16.24,88.4,0.4681,166.13,17121,127.686708530346,-1076,-8.02470056530883
42053,Forest County,PA,32.2,NA,78.61785243,257.56,2.58,0.1,NA,83,0.392,17.12,105,13.9664804469274,-14,-1.86219739292365
42055,Franklin County,PA,36.6,6.303862113,78.96004066,362.57,3.63,0.1,14.84,88.3,0.4126,199.59,25778,168.602673782801,2953,19.3142872092719
42057,Fulton County,PA,30.3,NA,75.67654235,668.73,6.69,0.1,NA,87.8,0.406,33.15,935,63.9010388190268,78,5.33078184800437
42059,Greene County,PA,33.2,NA,75.9228995,320.86,3.21,0.1,38.64,87.5,0.4453,64.02,4706,124.355891446238,-840,-22.1969716988611
42061,Huntingdon County,PA,32,6.770480704,78.66806454,400.13,4,0.1,NA,89.5,0.414,51.87,5605,122.513661202186,-372,-8.13114754098361
42063,Indiana County,PA,31.1,7.188088311,77.61159791,170.56,1.71,0.1,16.65,90,0.4553,102.78,11113,126.707408843181,-785,-8.95035687410211
42065,Jefferson County,PA,31.8,NA,77.9479468,859.17,8.59,NA,NA,89.3,0.4223,67.2,7839,175.612706662485,-117,-2.62108517406694
42067,Juniata County,PA,32.3,NA,79.11699568,249.62,2.5,0.1,NA,83.3,0.4075,62.91,3599,145.144378125504,203,8.18680432327795
42069,Lackawanna County,PA,27.9,7.255295718,76.97105103,560.63,5.61,0.2,7.63,91,0.4624,459.17,32242,151.570851686967,759,3.56808747690615
42071,Lancaster County,PA,27.8,6.162588287,80.09873157,365.85,3.66,0.2,8.43,85,0.4324,573.14,84409,158.270831770794,543,1.01815045376134
42073,Lawrence County,PA,33.9,7.605152879,76.35409034,320.04,3.2,0.1,NA,90.8,0.4622,242.78,12970,146.106273445157,63,0.709691227991123
42075,Lebanon County,PA,29.2,5.815490352,78.82432288,498.21,4.98,0.2,11.99,87.2,0.4034,386.19,29217,214.265285019691,4513,33.0964586129262
42077,Lehigh County,PA,29.8,6.417333701,79.65468668,442.29,4.42,0.4,7.04,89,0.457,1057.22,111418,311.377412854959,3799,10.616981021343
42079,Luzerne County,PA,28.9,6.721536351,76.63436882,331.78,3.32,0.2,10.71,89.8,0.449,356.94,54377,170.552239601793,5179,16.2438172186344
42081,Lycoming County,PA,37,6.431606753,78.32756451,620.37,6.2,0.2,NA,90.1,0.4278,93.04,13448,115.425550176812,-1101,-9.44999485013905
42083,Mc Kean County,PA,33.1,NA,77.02076257,393.81,3.94,0.1,NA,91.8,0.4554,42.28,2869,67.4202190158387,-17,-0.399492409644217
42085,Mercer County,PA,28.9,7.145591425,77.07527673,354.65,3.55,0.1,14.62,89.9,0.4323,165.82,15783,137.382054942377,-15,-0.130566484453884
42087,Mifflin County,PA,36.2,12.70648031,77.54206912,247.67,2.48,0.1,NA,85,0.4121,112.58,4939,106.09640831758,68,1.46073208455061
42089,Monroe County,PA,34.9,7.492852213,78.17319433,408.17,4.08,0.2,9.4,89.6,0.4208,276.25,53455,321.410103779598,9787,58.8465192347006
42091,Montgomery County,PA,25.8,4.486094703,80.87559733,205.41,2.05,0.1,6.14,94.4,0.4671,1705.76,267708,327.729333285997,10684,13.0794006784541
42093,Montour County,PA,34.7,NA,78.24251084,246.01,2.46,0.1,NA,90.6,0.4893,140.19,1998,107.183091035889,-85,-4.5598412102355
42095,Northampton County,PA,31.8,5.174012789,80.04865635,299.88,3,0.1,7.21,90.9,0.4369,818.89,94258,313.509881791029,10769,35.8185821575632
42097,Northumberland County,PA,39.7,5.089820359,77.62586523,454.3,4.54,0.1,NA,88,0.4338,200.35,16866,179.532487439326,-4,-0.042578557438474
42099,Perry County,PA,29.5,6.69702652,76.7643394,311.9,3.12,0.1,NA,87.4,0.4023,83.51,11063,242.428890739361,587,12.8632160231406
42101,Philadelphia County,PA,28.6,8.650814213,76.03334211,919.58,9.2,1.3,6.69,84.7,0.5182,11759.63,369199,236.620976647395,-100506,-64.4146595167459
42103,Pike County,PA,28.4,NA,80.31609477,384.82,3.85,0.3,23.29,93,0.4291,101.76,20466,364.222028438718,5861,104.304959869018
42105,Potter County,PA,31.6,NA,77.29700198,479.95,4.8,0.1,NA,88,0.4288,15.54,625,36.3245379518773,-91,-5.28885272579333
42107,Schuylkill County,PA,29.6,8.031279721,75.76006678,289.32,2.89,0.2,19.1,89.3,0.4303,183.24,23418,160.620588901006,2829,19.4036914339801
42109,Snyder County,PA,32.7,NA,80.96847773,347.95,3.48,0.1,NA,86.6,0.4132,123.13,7119,176.549363886616,410,10.1678942538998
42111,Somerset County,PA,38.8,5.156854319,77.40089414,285.16,2.85,0.1,17.7,88.2,0.424,69.21,8122,106.562754205043,84,1.10210186570102
42113,Sullivan County,PA,28.8,NA,76.73556523,207.44,2.07,NA,NA,89.6,0.4362,13.64,297,46.8528159015618,-51,-8.04543303360152
42115,Susquehanna County,PA,32.6,NA,77.50497706,222.58,2.23,0.1,NA,89.8,0.4463,49.75,8279,197.495229007634,586,13.9790076335878
42117,Tioga County,PA,32.6,NA,78.79904496,286.61,2.87,0.1,NA,90.4,0.4185,36.11,4796,113.450347731466,607,14.3587074797748
42119,Union County,PA,29.5,NA,82.12763048,355.65,3.56,0.3,NA,86.8,0.4563,142.78,7396,164.81704327673,-360,-8.02246289610911
42121,Venango County,PA,36.4,7.462686567,77.30165528,604.28,6.04,0,NA,90.2,0.4237,76.85,7077,132.208709297764,-396,-7.39785910441069
42123,Warren County,PA,31.9,NA,78.4323428,528.18,5.28,0,NA,92.9,0.4253,44.97,4109,100.950789868069,-128,-3.14473134658379
42125,Washington County,PA,31.4,4.667863555,76.7743572,256.11,2.56,0.1,12.57,93.1,0.456,241.79,42292,203.144288548276,5733,27.5377425103393
42127,Wayne County,PA,30.2,NA,77.87446667,351.27,3.51,0.1,19.47,89.6,0.4179,70.87,14014,272.640610104862,3892,75.7183712379137
42129,Westmoreland County,PA,30.2,4.529648609,77.68933445,192.14,1.92,0,10.32,94.4,0.4462,342.97,65173,181.378715351219,5082,14.1433819436714
42131,Wyoming County,PA,34.2,NA,76.54762956,427.93,4.28,0,NA,92.2,0.4101,68.78,6848,243.43251217518,-1205,-42.8353062457787
42133,York County,PA,34.5,5.413428796,78.7491885,355.14,3.55,0.2,6.24,89.9,0.4142,492.68,96255,218.386632029132,11059,25.0910369706526
44001,Bristol County,RI,23.5,NA,81.40843253,NA,NA,0.1,NA,90.9,0.4932,2020.7,13356,272.23807582552,1315,26.803913575214
44003,Kent County,RI,29.1,4.61622013,79.17531935,218.63,2.19,0.1,6.7,92.2,0.4404,972.14,55793,337.87728307737,4869,29.4862167530643
44005,Newport County,RI,24.4,4.794246904,80.87714672,126.1,1.26,0.1,NA,94,0.4805,808.31,24779,300.869375166954,-372,-4.51686539255446
44007,Providence County,RI,27.7,6.640080533,79.35613523,323.73,3.24,0.3,7.36,85.8,0.4726,1552.53,129943,205.614471481422,-24145,-38.2056856769424
44009,Washington County,RI,23.9,4.424079633,81.12239526,85.59,0.86,0.1,NA,94.9,0.4398,382.84,33654,265.718143273353,3690,29.134722430578
45001,Abbeville County,SC,39.2,11.4416476,76.03442302,435.92,4.36,0.3,NA,81.7,0.479,50.11,5919,237.09192870018,-246,-9.85379531343881
45003,Aiken County,SC,32.6,7.811158798,77.09206453,434.03,4.34,0.3,15.22,88,0.455,157.19,36127,219.279770322847,2563,15.5566211237428
45005,Allendale County,SC,38.7,NA,74.07384002,360.93,3.61,0.5,NA,79.8,0.5028,22.11,384,39.6080453842187,55,5.67302733367715
45007,Anderson County,SC,35,7.579585649,75.71476563,339.11,3.39,0.2,21.72,85.3,0.457,277.46,48860,253.410092837508,6620,34.3343187594004
45009,Bamberg County,SC,38,NA,74.2779596,687.59,6.88,0.7,NA,80.3,0.4499,36.55,653,43.0114609405875,36,2.3712290870768
45011,Barnwell County,SC,39,10.68947087,74.18207506,624.37,6.24,0.6,NA,79.8,0.4741,38.93,2490,113.393141764197,-1368,-62.2979188487636
45013,Beaufort County,SC,23.1,3.995040639,82.52653136,215.77,2.16,0.2,9.37,92.8,0.4765,323,60601,344.613652389509,11239,63.9116984737165
45015,Berkeley County,SC,34.7,6.086066677,78.41376416,257.1,2.57,0.2,15.36,89.4,0.4198,194.84,114808,579.238667036654,22118,111.59153401781
45017,Calhoun County,SC,34.2,NA,75.81921612,453.93,4.54,0.4,NA,86.2,0.4741,38.47,1542,103.642962763812,-40,-2.68853340502756
45019,Charleston County,SC,26.5,4.960573477,78.92998838,399.44,3.99,0.5,15.56,91.7,0.5052,437.03,167786,440.365864860963,13088,34.350353660617
45021,Cherokee County,SC,40.8,5.709452316,74.42555326,828.16,8.28,0.2,20.94,80.3,0.478,144.65,11813,210.856061687848,423,7.5503355704698
45023,Chester County,SC,33.8,7.789317507,74.06676324,364.25,3.64,0.3,31.01,82.1,0.4619,55.65,8086,250.054117574296,-263,-8.13309830843925
45025,Chesterfield County,SC,37.8,10.743568,74.48558926,292.49,2.92,0.2,37.24,76.7,0.4377,57.51,7530,163.252032520325,-112,-2.42818428184282
45027,Clarendon County,SC,42.3,10.70399341,76.38137519,523.87,5.24,0.5,NA,78.5,0.4993,55.95,6643,194.7351449594,-600,-17.5886025855246
45029,Colleton County,SC,40.7,9.757632987,72.70583036,509.99,5.1,0.6,37.16,86.6,0.4572,35.58,7704,203.966005665722,-256,-6.77768658494612
45031,Darlington County,SC,39.5,8.997429306,73.39839632,321.39,3.21,0.5,36.03,82.4,0.4765,119.56,13618,200.858419740704,-867,-12.7877992300771
45033,Dillon County,SC,39.2,10.48714479,72.13123296,449.22,4.49,0.6,NA,75.3,0.4974,75.76,4498,144.504770777781,-697,-22.392135445112
45035,Dorchester County,SC,32.9,5.784805245,77.67101904,253.18,2.53,0.3,15.97,89.7,0.428,278.4,80800,544.221352605594,1504,10.1300608207774
45037,Edgefield County,SC,38.9,NA,79.14451269,459.52,4.6,0.6,NA,82.9,0.4841,53.77,7994,301.058260836817,633,23.8391142243814
45039,Fairfield County,SC,39.6,NA,73.48580136,406.5,4.07,0.5,NA,86.2,0.4931,32.88,5150,224.146935933148,-928,-40.3899721448468
45041,Florence County,SC,35.2,12.41728617,74.96183648,560.04,5.6,0.7,26.75,85,0.4843,172.98,28768,206.620652009969,-2472,-17.7546667049723
45043,Georgetown County,SC,32.1,6.547041707,76.23870049,432.64,4.33,0.4,15.95,87.2,0.5044,76.12,14204,233.722212166587,-1101,-18.1165978312738
45045,Greenville County,SC,28.3,5.548119684,78.01633775,380.56,3.81,0.3,15.47,88,0.4671,645.76,156853,324.914241681029,18374,38.060950550179
45047,Greenwood County,SC,34.3,8.691374221,76.48034591,471.36,4.71,0.4,19.77,85.2,0.4785,154.84,11934,171.662830840046,-1958,-28.1645569620253
45049,Hampton County,SC,40.4,NA,74.41341582,360.61,3.61,0.7,NA,81,0.4132,34.94,2393,117.275177652536,-664,-32.5410438617986
45051,Horry County,SC,30.1,6.81859784,76.74126404,401.03,4.01,0.3,20.33,89.6,0.4442,293.18,116458,389.710606628473,52448,175.509985543717
45053,Jasper County,SC,35.3,NA,78.45842632,415.63,4.16,0.4,53.2,81.8,0.4589,43.74,9258,340.743467059256,716,26.3525947736474
45055,Kershaw County,SC,35.7,6.369426752,76.18480124,347.22,3.47,0.3,25.54,87.8,0.4416,89.61,16446,260.382197875271,2170,34.3566441316635
45057,Lancaster County,SC,31.1,7.133303611,77.59441138,276.87,2.77,0.4,20.41,85.9,0.4729,168.12,31011,372.907647907648,10769,129.497354497355
45059,Laurens County,SC,37.7,8.465218992,74.35905255,415.2,4.15,0.4,32.6,80.9,0.46,93.65,17784,267.295928336314,145,2.17936963612042
45061,Lee County,SC,41.5,NA,71.80360278,466.34,4.66,1.2,NA,81.5,0.5068,42.33,1394,75.9962928637627,-322,-17.554380417598
45063,Lexington County,SC,32.1,6.393088553,77.81699682,368.37,3.68,0.3,18.74,89.6,0.4384,415.28,96259,346.394950483648,11979,43.1072950253339
45065,McCormick County,SC,34.8,NA,75.28283987,424.39,4.24,0.3,NA,83.4,0.46,26.54,448,45.5007109486086,142,14.4221003453179
45067,Marion County,SC,43.2,12.66280753,72.46021989,695.69,6.96,0.6,39.14,78.9,0.5265,63.99,5695,178.342153884696,-976,-30.5639933610998
45069,Marlboro County,SC,40.6,13.36515513,71.11380649,438.82,4.39,0.4,NA,77.2,0.4782,55.75,3275,117.282624265864,-620,-22.203122761782
45071,Newberry County,SC,38.6,6.870705809,76.19109846,484.43,4.84,0.3,NA,82,0.4696,60.62,6499,172.008575285181,-88,-2.32908980229204
45073,Oconee County,SC,30.1,5.279446568,76.71190387,312.3,3.12,0.1,25.14,84.9,0.4868,123.74,12609,167.690711777849,652,8.67113522715183
45075,Orangeburg County,SC,40.6,9.952854898,74.78171327,644.84,6.45,0.7,44.1,85.9,0.4836,79.26,13919,154.501054501055,-3719,-41.2809412809413
45077,Pickens County,SC,32.3,6.74556213,76.81778997,376.07,3.76,0.2,12.61,85.3,0.4573,249.57,33302,276.668217466436,-104,-0.864017014488901
45079,Richland County,SC,32,8.167822306,77.47240799,411.34,4.11,0.9,13.95,91.5,0.4817,543.17,157958,393.355015115822,-661,-1.64605569196595
45081,Saluda County,SC,35.3,NA,78.33596732,559.77,5.6,0.2,NA,78.2,0.4444,44.82,2104,105.063417557176,118,5.89233995805453
45083,Spartanburg County,SC,30.7,5.126182965,75.72546679,663.9,6.64,0.3,17.82,85.7,0.4573,380.83,75698,257.877918662406,15355,52.3093799183762
45085,Sumter County,SC,36.2,6.309148265,75.37224274,577.57,5.78,0.6,20.61,85.5,0.4435,160.52,19122,177.188446890724,-4312,-39.9558928455601
45087,Union County,SC,39.6,NA,73.7493367,735.51,7.36,0.3,NA,81.2,0.4742,53.46,3215,115.332185392452,-555,-19.9095996556177
45089,Williamsburg County,SC,42.5,8.871989861,73.45296659,621.19,6.21,0.8,36.22,80.1,0.4805,33.53,6803,208.074629148188,-1361,-41.6271601162257
45091,York County,SC,31.9,6.200649131,77.75336757,448.95,4.49,0.2,19.57,90.8,0.4486,390.6,89547,364.982514489741,28973,118.09037033414
46003,Aurora County,SD,32.8,NA,83.34470802,364.96,3.65,NA,NA,87,0.4424,3.9,47,17.1220400728597,-37,-13.4790528233151
46005,Beadle County,SD,34.2,11.23090746,78.89065948,447.02,4.47,0,NA,84.3,0.4188,14.58,285,15.6860586713633,-143,-7.87054873685949
46007,Bennett County,SD,38.5,NA,69.11340233,764.48,7.64,NA,NA,80.4,0.4366,2.89,0,0,0,0
46009,Bon Homme County,SD,34.9,NA,81.74701272,86.37,0.86,0.2,NA,87.4,0.4144,12.3,250,35.5973230813043,41,5.8379609853339
46011,Brookings County,SD,27.5,7.76240297,81.95952243,334.36,3.34,0,NA,95,0.4137,43.68,3285,98.6071921714594,-1362,-40.8837125532809
46013,Brown County,SD,32.7,NA,80.30199813,528.51,5.29,0.1,NA,93,0.4455,22.72,2519,65.5852947302645,-1211,-31.529889606332
46015,Brule County,SD,33,NA,80.09420678,305.34,3.05,NA,NA,88.9,0.4769,6.43,55,10.3597664343568,55,10.3597664343568
46017,Buffalo County,SD,41,NA,62.59233592,NA,NA,NA,NA,78.1,0.4712,4.3,0,0,0,0
46019,Butte County,SD,34.5,NA,78.63502062,431.25,4.31,0.1,NA,91,0.4578,4.54,1112,107.982132452903,158,15.3427850067974
46021,Campbell County,SD,31.3,NA,NA,NA,NA,NA,NA,90,0.4125,2.02,0,0,0,0
46023,Charles Mix County,SD,33.2,NA,73.24191446,405.94,4.06,NA,NA,88.5,0.4368,8.52,88,9.47561106923657,-85,-9.15257887369441
46025,Clark County,SD,29.4,NA,80.81295539,109.53,1.1,NA,NA,91.2,0.5155,3.85,108,29.6296296296296,13,3.56652949245542
46027,Clay County,SD,30.8,NA,78.56163636,217.96,2.18,0.1,NA,95,0.5001,33.87,819,58.7855297157623,-251,-18.0160780935975
46029,Codington County,SD,32,NA,81.24477576,347.84,3.48,0,NA,91.5,0.4328,40.76,2625,93.9580499677858,-820,-29.350705132794
46031,Corson County,SD,40.3,NA,66.4978354,NA,NA,NA,NA,83.8,0.5273,1.68,0,0,0,0
46033,Custer County,SD,31.7,NA,79.66715263,343.44,3.43,NA,NA,93.6,0.44,5.6,651,77.0870337477798,1,0.118413262285376
46035,Davison County,SD,28.3,NA,79.51528187,406.87,4.07,0.1,NA,92.1,0.4654,45.61,848,42.6452099572542,-84,-4.22428966557707
46037,Day County,SD,36.4,NA,78.34826883,291.12,2.91,NA,NA,89.5,0.478,5.33,131,23.4430923407301,-25,-4.4738725841088
46039,Deuel County,SD,35.8,NA,81.26787969,138.73,1.39,NA,NA,91.1,0.3788,6.93,149,34.5547309833024,104,24.1187384044527
46041,Dewey County,SD,37.2,NA,67.6245714,NA,NA,0.2,NA,85.4,0.4525,2.53,0,0,0,0
46043,Douglas County,SD,30.8,NA,82.71654865,135.64,1.36,0,NA,88.5,0.4451,6.78,0,0,0,0
46045,Edmunds County,SD,31.4,NA,81.70345853,NA,NA,0,NA,93.1,0.4311,3.47,268,67.2859653527492,46,11.5490836053226
46047,Fall River County,SD,32.9,NA,75.54880284,382.58,3.83,NA,NA,94.4,0.4036,3.88,342,49.963476990504,-28,-4.09057706355004
46049,Faulk County,SD,33,NA,78.82701562,NA,NA,NA,NA,93.3,0.3875,2.36,0,0,0,0
46051,Grant County,SD,31.9,NA,80.10520448,249.31,2.49,0,NA,90.7,0.4261,10.49,110,15.1912719237674,-89,-12.2911200110482
46053,Gregory County,SD,29.9,NA,78.09284046,357.82,3.58,0,NA,89.4,0.4588,4.12,0,0,0,0
46055,Haakon County,SD,27.7,NA,80.55645434,NA,NA,NA,NA,93.9,0.4465,1.11,0,0,0,0
46057,Hamlin County,SD,27.9,NA,79.64295941,117.02,1.17,NA,NA,91.8,0.3574,11.88,373,62.2808482217399,43,7.17982968776089
46059,Hand County,SD,30.8,NA,80.68085178,NA,NA,0,NA,93.9,0.4376,2.27,0,0,0,0
46061,Hanson County,SD,33.2,NA,78.53371588,236.06,2.36,0,NA,92.2,0.3598,7.82,324,94.7645510383153,170,49.7221409768938
46063,Harding County,SD,35.9,NA,NA,0,0,0,NA,90.7,0.3555,0.49,0,0,0,0
46065,Hughes County,SD,32.9,NA,80.00789666,797.68,7.98,0.1,NA,92.2,0.3997,23.75,729,41.3218455957374,-269,-15.2477043419113
46067,Hutchinson County,SD,32.7,NA,79.75346653,137.59,1.38,NA,NA,87.7,0.4225,8.99,196,27.2222222222222,-61,-8.47222222222222
46069,Hyde County,SD,31.6,NA,NA,NA,NA,0,NA,92.6,0.4125,1.53,0,0,0,0
46071,Jackson County,SD,34.8,NA,68.5574414,244.2,2.44,0.2,NA,82.4,0.5003,1.77,0,0,0,0
46073,Jerauld County,SD,28.2,NA,80.94222132,247.52,2.48,NA,NA,89.4,0.5526,3.84,0,0,0,0
46075,Jones County,SD,29.8,NA,NA,545.26,5.45,0,NA,95.3,0.3847,0.82,0,0,0,0
46077,Kingsbury County,SD,33.4,NA,78.06949799,100.95,1.01,NA,NA,90.7,0.4331,5.94,162,31.9211822660099,11,2.16748768472906
46079,Lake County,SD,30.8,NA,80.29082223,162.17,1.62,NA,NA,90.9,0.4559,22.59,592,47.8654592496766,-1448,-117.076326002587
46081,Lawrence County,SD,25.9,NA,79.41718032,402.82,4.03,0,NA,93.5,0.4556,31.85,4736,192.075272742021,-477,-19.3454191507483
46083,Lincoln County,SD,29.6,6.298362426,83.98463288,194.48,1.94,0,NA,94.8,0.4418,98.44,32213,624.912702723675,9323,180.860557150617
46085,Lyman County,SD,37.2,NA,73.94703117,412.37,4.12,0,NA,89.7,0.3886,2.34,0,0,0,0
46087,McCook County,SD,33.6,NA,76.94342207,182.68,1.83,NA,NA,88.7,0.3919,9.66,383,67.7996105505399,2,0.354044963710391
46089,McPherson County,SD,28.3,NA,79.7142225,NA,NA,0,NA,82.4,0.4798,2.02,0,0,0,0
46091,Marshall County,SD,33.5,NA,80.91366134,311.59,3.12,NA,NA,92.1,0.3932,5.84,0,0,0,0
46093,Meade County,SD,27.1,NA,80.25077931,324.97,3.25,0.1,NA,94.4,0.403,7.99,13905,515.936328893177,1701,63.114541204408
46095,Mellette County,SD,33.5,NA,67.63468963,642.29,6.42,0,NA,81.6,0.4975,1.57,0,0,0,0
46097,Miner County,SD,30.4,NA,76.58507057,181.16,1.81,NA,NA,89.8,0.4029,3.88,0,0,0,0
46099,Minnehaha County,SD,31.6,4.984796371,79.41171426,481.78,4.82,0.2,11.39,92.5,0.4166,233.84,48106,263.04392996577,-2768,-15.1354425257817
46101,Moody County,SD,33.1,NA,81.58468804,155.01,1.55,NA,NA,90.4,0.4216,12.53,478,75.0746034239045,19,2.9841369561803
46102,Oglala Lakota County,SD,40.5,17.47311828,62.44161235,NA,NA,0.2,NA,73.9,0.5128,6.85,0,0,0,0
46103,Pennington County,SD,26.3,6.406632749,79.73957914,716.22,7.16,0.1,14.94,93.5,0.455,39.86,26661,246.309196060679,1246,11.5112433251418
46105,Perkins County,SD,29.8,NA,79.04285218,235.29,2.35,NA,NA,92.4,0.4452,1.01,0,0,0,0
46107,Potter County,SD,28.5,NA,77.22140424,NA,NA,0,NA,92.8,0.4336,2.69,0,0,0,0
46109,Roberts County,SD,32.4,NA,76.72742566,637.01,6.37,NA,NA,89.6,0.4584,9.34,181,17.4474648158859,88,8.48274532485059
46111,Sanborn County,SD,32.9,NA,80.92818765,NA,NA,NA,NA,93.4,0.4412,4.18,44,18.8356164383562,-34,-14.5547945205479
46115,Spink County,SD,36.5,NA,78.3008098,366.19,3.66,NA,NA,91.1,0.4761,4.31,194,29.4028493482874,37,5.60775992725068
46117,Stanley County,SD,32.5,NA,85.79170677,773.11,7.73,NA,NA,94.9,0.4557,2.09,460,154.20717398592,103,34.5289976533691
46119,Sully County,SD,33.5,NA,NA,570.61,5.71,0,NA,95.6,0.5137,1.3,0,0,0,0
46121,Todd County,SD,38.6,15.25885559,67.60786085,NA,NA,NA,98.26,79.9,0.5473,7.34,52,5.26209269378668,-80,-8.09552722121028
46123,Tripp County,SD,34.2,NA,78.14176045,627.54,6.28,0,NA,90.9,0.4208,3.38,0,0,0,0
46125,Turner County,SD,34.7,NA,77.2752268,196.75,1.97,0.1,NA,92,0.4385,13.45,840,101.547388781431,248,29.9806576402321
46127,Union County,SD,32.2,NA,81.42216534,449.12,4.49,NA,NA,92.6,0.4697,33.35,2361,157.09628052432,819,54.4946436888682
46129,Walworth County,SD,31.7,NA,77.69241438,370.03,3.7,NA,NA,90,0.4605,7.7,0,0,0,0
46135,Yankton County,SD,35.7,NA,78.53871055,335.04,3.35,0.1,NA,90.9,0.457,43.59,2024,89.2258860871099,-341,-15.0326221125022
46137,Ziebach County,SD,45.2,NA,74.24832454,NA,NA,0,NA,84.1,0.4834,1.42,0,0,0,0
47001,Anderson County,TN,32.1,8.153651024,76.08292479,353.71,3.54,0.1,NA,87,0.4651,225.56,24427,323.416481304947,314,4.15739858065883
47003,Bedford County,TN,32.7,8.262565986,74.78284276,716.08,7.16,0.2,NA,82.1,0.4434,101.96,13474,288.974199498145,1978,42.421772792588
47005,Benton County,TN,34.6,NA,72.64685952,346.02,3.46,0.1,NA,82.4,0.4662,40.93,830,51.4091049860638,-109,-6.751316196965
47007,Bledsoe County,TN,34.8,NA,78.05306814,213.96,2.14,0.1,NA,75.6,0.4754,36.5,1023,73.4333500825497,-44,-3.1584236594645
47009,Blount County,TN,34.6,5.487122061,77.56832577,323.17,3.23,0.1,18.03,89.1,0.452,232.5,31033,245.63278164304,4230,33.4813478023413
47011,Bradley County,TN,38.1,6.717147045,76.87841965,435.81,4.36,0.1,11.1,85.3,0.4539,321.66,20659,200.621510075261,2618,25.4236465161447
47013,Campbell County,TN,32.5,NA,71.97183153,602.27,6.02,0.1,NA,77.3,0.4894,82.88,5629,141.014078861666,-497,-12.4505235733253
47015,Cannon County,TN,35.4,NA,74.26230977,509.35,5.09,0.2,NA,84.5,0.4285,53.37,2030,147.561241549756,509,36.999345787599
47017,Carroll County,TN,34.1,NA,72.75104556,368.28,3.68,0.1,NA,84.1,0.4531,46.66,6152,216.848783926683,-161,-5.67500881212548
47019,Carter County,TN,35.8,6.602475929,76.08316147,393.8,3.94,0.1,21.28,83.5,0.4719,165.37,12633,222.075730408185,-421,-7.40076644517104
47021,Cheatham County,TN,34.2,7.024265645,74.03599949,353.78,3.54,0.2,31.97,87,0.383,132.82,17455,438.964892867921,1873,47.102907152198
47023,Chester County,TN,33.4,NA,77.46167993,420.9,4.21,0.1,NA,85.2,0.4147,60.16,1466,84.3546809367628,-20,-1.15081420104724
47025,Claiborne County,TN,29.5,NA,73.49375742,535.91,5.36,0.1,NA,80.1,0.4798,73.01,4167,131.900481134464,66,2.0891364902507
47027,Clay County,TN,30.9,NA,72.05428504,507.09,5.07,NA,NA,80.3,0.4723,32.36,282,36.316806181584,-1,-0.128783000643915
47029,Cocke County,TN,33.2,7.496251874,71.88849238,553.21,5.53,0.1,NA,80.1,0.4672,81.52,5914,167.184938090123,-300,-8.48080511109855
47031,Coffee County,TN,33.3,4.782608696,74.27950302,582.34,5.82,0.1,NA,85.4,0.4436,128.7,15581,290.565615500811,1360,25.3622512727747
47033,Crockett County,TN,33.9,NA,75.47179612,507.13,5.07,0.1,NA,81.2,0.4459,54.23,1279,87.1966184892283,-72,-4.90864466866649
47035,Cumberland County,TN,33.3,6.852791878,76.89162908,491.94,4.92,0.1,19.83,85.8,0.4276,86.91,7345,126.67069069587,701,12.0893334483056
47037,Davidson County,TN,30.4,7.31084803,77.01875284,614.05,6.14,0.6,13.97,89.1,0.4826,1365.55,283071,423.538970026049,-41829,-62.5857526105451
47039,Decatur County,TN,33.1,NA,75.36463252,396.72,3.97,0.1,NA,85.9,0.4923,35,524,44.9168523915652,-81,-6.94325390022287
